Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2894,23867,1,144,14,1,14,0,1,0,0,0,2,0,2,0,0,0,4,,591,591,5350,1,245,18,4,34,0,0,0,0,0,1,3,0,0,0,1,4
2895,23882,0,309,10,12,80,3,1,3,1,1,0,0,0,0,0,0,0,,2719,2719,22529,1,183,14,4,30,0,1,1,1,1,0,2,0,0,0,0,2
2896,23883,0,309,12,8,36,0,3,2,0,0,0,0,0,0,0,0,0,,2925,2925,24151,1,220,18,2,26,0,0,1,0,0,0,0,1,0,0,0,1
2897,23884,1,285,26,1,26,0,0,1,0,0,0,1,0,0,0,0,1,,668,668,5907,0,160,24,10,50,2,0,1,2,1,1,3,0,0,0,0,4
2898,23889,1,249,8,2,14,1,0,0,0,0,0,1,0,0,0,0,1,,1868,1868,15398,1,362,16,11,48,1,0,1,3,0,0,0,0,0,0,0,0
2899,23895,1,177,14,2,18,0,0,1,0,1,0,0,0,0,0,0,0,,397,397,3590,1,106,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
2900,23902,0,113,8,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,2336,2336,19201,1,251,12,6,32,1,0,1,0,1,0,0,0,0,0,0,0
2901,23913,0,303,10,3,20,0,1,0,0,0,0,0,0,1,0,0,1,,2104,2104,17375,0,225,28,2,34,0,1,1,0,0,0,0,0,0,0,0,0
2902,23914,0,87,16,1,16,0,0,1,0,0,0,0,1,0,0,1,1,,1565,1565,12978,0,293,14,2,18,0,0,1,1,0,0,0,0,0,0,0,0
2903,23925,1,284,2,1,2,0,0,0,0,0,1,1,0,0,0,0,2,,3469,3469,28792,1,17,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
2904,23938,1,33,6,1,6,0,0,0,0,0,0,0,1,0,0,1,1,,2989,2989,24736,1,183,14,1,14,0,0,0,0,0,0,2,0,0,0,0,2
2905,23949,1,145,14,8,42,3,2,1,1,0,0,0,0,0,1,0,1,,1615,1615,13360,1,277,2,8,34,0,2,1,0,0,0,0,0,0,0,0,0
2906,23974,1,183,16,10,50,1,1,3,1,1,0,2,1,0,0,0,3,,2516,2516,20734,1,83,14,1,14,0,0,0,0,1,2,0,0,0,0,0,2
2907,23981,1,144,30,6,60,2,0,4,0,0,0,0,0,0,0,0,0,,3846,3846,31726,0,324,14,2,22,1,0,0,0,0,0,0,0,0,0,0,0
2908,23983,0,161,16,1,16,0,0,0,0,0,1,0,1,0,0,0,2,,2305,2305,18961,1,445,12,12,56,3,1,5,0,0,0,0,0,0,1,0,1
2909,23990,1,257,32,2,38,1,0,0,1,0,0,0,0,0,0,0,0,,1645,1645,13644,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2910,24011,1,169,4,4,18,2,0,0,0,0,0,0,0,0,0,0,0,,3345,3345,27603,1,227,14,2,18,0,0,0,1,0,0,0,0,0,0,0,0
2911,24012,0,281,6,1,6,0,0,0,0,0,1,0,1,0,0,1,2,,635,635,5724,1,225,26,11,58,2,1,4,0,1,1,2,0,0,0,0,3
2912,24014,0,194,6,6,30,0,1,2,0,1,0,0,1,1,0,1,2,,3094,3094,25565,1,342,8,11,64,1,0,2,4,0,0,1,0,0,0,0,1
2913,24020,1,237,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0,,3933,3933,32372,1,283,30,10,86,1,0,3,2,1,0,1,0,0,0,0,1
2914,24049,1,196,18,1,18,1,0,0,0,0,0,0,1,0,0,0,1,,1171,1171,9817,1,85,24,2,32,0,0,1,0,0,0,1,0,0,0,0,1
2915,24054,0,252,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0,,2581,2581,21338,1,193,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1
2916,24072,1,93,34,2,38,0,0,1,0,0,0,0,0,0,0,0,0,,1267,1267,10619,1,132,16,6,30,2,1,0,1,0,1,1,0,0,0,1,2
2917,24075,1,31,34,2,42,2,0,0,0,0,0,0,0,0,1,0,1,,3080,3080,25482,1,379,10,7,34,0,0,1,0,1,2,3,0,1,0,0,6
2918,24078,1,215,28,1,28,0,0,1,0,0,1,0,0,0,0,0,1,,2265,2265,18623,1,228,12,5,34,1,0,0,0,1,1,0,0,0,0,1,1
2919,24094,0,236,4,2,10,0,0,0,0,0,0,1,0,0,0,0,1,,955,955,7884,0,414,2,9,24,1,0,0,0,1,1,1,0,0,0,1,2
2920,24107,1,292,14,11,44,3,0,2,3,1,0,0,0,0,0,0,0,,364,364,3153,1,121,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0
2921,24110,0,104,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,2303,2303,18918,1,211,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1
2922,24111,1,210,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1,,3077,3077,25459,0,271,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2923,24112,1,176,32,6,68,0,0,2,2,0,0,0,0,1,0,0,1,,1542,1542,12770,1,359,2,11,66,4,1,3,1,0,0,1,0,0,0,0,1
2924,24132,0,90,24,2,28,1,0,0,0,0,0,0,0,0,0,0,0,,990,990,8152,0,107,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0
2925,24151,1,220,18,2,26,0,0,1,0,0,0,0,1,0,0,0,1,,3020,3020,24958,1,303,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0
2926,24153,1,179,22,8,40,2,0,2,1,0,0,0,0,0,0,0,0,,2803,2803,23217,1,344,36,4,50,2,0,1,0,1,1,0,0,0,0,0,1
2927,24159,1,233,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,472,472,4260,1,68,16,2,22,0,0,0,0,1,1,0,0,0,0,0,1
2928,24181,1,232,16,4,34,0,0,2,0,2,0,2,0,0,0,0,2,,950,950,7836,0,33,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
2929,24184,1,62,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,2818,2818,23319,1,448,30,11,70,2,1,2,2,2,1,1,0,0,1,0,3
2930,24195,1,26,6,1,6,0,0,0,0,0,0,0,1,0,0,0,1,,1508,1508,12555,0,161,10,7,34,0,1,0,1,1,0,2,0,0,0,0,2
2931,24205,0,158,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,,2619,2619,21755,1,224,14,2,18,0,0,0,0,1,0,0,0,0,0,0,0
2932,24217,1,167,14,2,18,1,0,1,0,0,0,0,0,0,0,0,0,,3468,3468,28791,0,213,10,9,56,1,0,0,3,0,0,1,1,0,0,0,2
2933,24222,1,172,16,2,20,0,0,0,1,0,0,0,0,0,0,0,0,,1202,1202,10047,1,458,6,11,48,3,0,1,1,1,2,0,1,0,1,0,4
2934,24233,1,291,14,10,44,2,2,3,1,0,0,1,0,1,0,0,2,,869,869,7246,1,146,32,2,38,0,0,2,0,0,0,0,1,0,0,0,1
2935,24247,0,334,4,12,30,1,1,3,0,0,0,0,0,0,0,0,0,,2407,2407,19738,1,89,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0
2936,24261,1,278,10,2,18,0,0,0,1,0,2,2,0,0,0,0,4,,584,584,5268,0,400,4,8,44,1,0,2,1,0,1,1,0,0,0,0,2
2937,24262,1,296,30,7,62,0,0,2,1,0,0,0,0,1,0,0,1,,1011,1011,8361,1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2938,24282,0,252,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,1391,1391,11608,0,182,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
2939,24304,0,249,32,2,40,0,0,1,0,1,0,1,0,0,0,0,1,,2412,2412,19806,1,122,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
2940,24309,0,267,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,127,127,1093,1,263,12,8,58,1,1,3,0,0,1,1,0,0,0,0,2
2941,24331,1,223,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,2010,2010,16670,0,343,10,12,66,2,2,1,1,2,0,2,0,2,0,0,4
2942,24333,1,209,12,9,64,1,2,4,0,0,1,1,0,0,0,0,2,,3147,3147,25952,1,282,8,2,16,0,1,0,0,0,0,1,0,0,0,0,1
2943,24339,1,263,4,2,12,0,0,0,0,0,1,0,0,0,0,1,1,,1821,1821,15001,0,324,16,10,44,2,2,2,1,1,0,0,0,0,0,0,0
2944,24361,1,251,16,1,16,0,0,1,0,0,0,0,0,0,0,1,0,,2735,2735,22659,1,79,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
2945,24376,1,228,16,2,22,0,0,0,0,0,0,1,0,0,0,0,1,,3677,3677,30557,1,42,10,2,14,0,0,0,1,0,0,0,0,0,0,0,0
2946,24379,1,183,8,1,8,0,0,0,0,0,0,2,0,0,0,0,2,,1084,1084,9088,1,393,2,7,26,1,0,0,0,0,2,0,0,0,0,0,2
2947,24382,1,311,26,9,68,2,1,0,2,0,0,0,0,0,0,0,0,,1670,1670,13805,1,146,14,6,28,0,0,2,0,1,0,0,0,0,0,0,0
2948,24384,1,293,8,9,46,3,0,1,0,1,1,2,0,0,0,1,3,,3945,3945,32521,1,317,16,5,36,2,0,0,0,1,0,1,0,1,0,0,2
2949,24388,0,228,4,11,46,1,1,2,2,1,0,1,0,0,0,0,1,,456,456,4105,1,149,2,5,26,0,1,0,0,0,2,0,0,0,1,1,3
2950,24389,0,160,6,6,22,1,0,0,0,1,0,1,0,0,0,0,1,,3987,3987,32892,1,263,8,1,8,0,0,0,0,0,0,2,0,0,0,0,2
2951,24402,1,65,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3224,3224,26547,1,142,4,2,8,0,0,0,0,0,0,4,0,0,0,0,4
2952,24412,0,167,22,3,30,0,0,1,0,0,0,0,0,0,0,0,0,,3596,3596,29829,1,144,10,7,30,1,1,1,2,0,1,1,0,0,0,0,2
2953,24414,1,31,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,1123,1123,9464,0,264,10,12,58,1,1,4,0,0,1,3,2,0,0,1,6
2954,24424,1,151,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,,3847,3847,31733,0,280,12,12,82,3,0,3,1,1,0,1,0,0,0,0,1
2955,24431,0,152,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,2852,2852,23585,0,170,14,2,18,1,0,1,0,0,0,0,0,0,0,1,0
2956,24438,1,327,10,2,12,0,0,0,0,0,0,1,0,0,0,0,1,,2633,2633,21853,1,180,16,2,24,0,1,0,0,0,0,0,0,0,0,0,0
2957,24451,1,239,36,1,36,0,0,0,0,1,1,2,0,0,1,0,4,,2680,2680,22221,1,209,24,1,24,0,0,0,0,1,0,1,0,0,0,0,1
2958,24457,1,102,20,2,26,1,0,0,0,0,2,0,0,0,0,0,2,,3046,3046,25249,1,55,14,1,14,0,0,0,0,0,1,0,1,0,0,0,2
2959,24465,1,79,18,2,22,0,0,0,1,0,1,0,0,0,0,0,1,,688,688,6067,1,39,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
2960,24484,0,199,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0,,2363,2363,19381,1,294,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2961,24492,1,153,10,1,10,0,0,0,0,0,1,2,0,0,0,0,3,,1583,1583,13126,1,395,6,12,74,1,1,4,0,1,0,0,0,0,0,0,0
2962,24505,1,175,28,3,40,1,0,0,0,1,0,2,0,0,0,0,2,,1698,1698,14025,1,149,26,2,32,0,1,1,0,0,0,1,0,0,0,0,1
2963,24512,1,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1160,1160,9736,0,199,32,2,34,0,2,0,0,0,0,0,0,0,0,0,0
2964,24521,0,33,12,2,16,0,0,1,0,0,0,0,0,0,0,1,0,,3947,3947,32547,1,317,10,8,34,2,1,1,0,0,0,1,0,0,0,0,1
2965,24526,1,308,14,9,60,0,1,2,3,1,0,1,1,0,0,0,2,,3303,3303,27263,0,132,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1
2966,24543,1,82,34,3,44,1,0,0,1,0,0,0,0,0,0,0,0,,3245,3245,26701,1,125,14,2,20,0,0,1,1,0,0,0,0,0,0,0,0
2967,24546,1,50,26,1,26,0,0,1,0,0,2,0,0,0,0,0,2,,1271,1271,10669,1,259,14,2,22,0,0,2,0,0,0,0,1,0,0,0,1
2968,24554,1,265,30,11,52,3,1,4,1,0,0,0,0,0,0,1,0,,1854,1854,15277,0,313,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2969,24555,0,257,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,64,64,505,1,350,4,5,16,0,0,2,0,0,0,0,1,0,0,0,1
2970,24581,1,363,16,10,40,2,0,2,3,0,1,2,0,0,0,1,3,,3118,3118,25740,0,31,14,1,14,1,0,0,0,0,2,0,0,0,0,0,2
2971,24588,0,110,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3802,3802,31415,0,271,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2972,24609,1,233,12,2,20,1,0,0,0,0,0,0,1,0,0,0,1,,1072,1072,8968,1,300,18,2,24,1,0,1,0,0,0,0,0,0,0,0,0
2973,24613,1,214,6,2,10,0,0,0,0,0,0,0,1,0,0,0,1,,2917,2917,24075,1,31,34,2,42,2,0,0,0,0,0,0,0,0,1,0,1
2974,24621,1,161,10,9,30,1,3,2,2,0,0,0,0,0,0,0,0,,212,212,1817,0,123,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
2975,24623,1,25,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0,,1569,1569,12995,1,21,2,1,2,0,0,0,0,0,3,0,0,0,0,0,3
2976,24634,1,108,16,2,22,1,1,0,0,0,0,0,0,0,0,0,0,,1951,1951,16142,1,243,20,1,20,1,0,0,0,0,2,0,0,0,0,0,2
2977,24641,0,61,14,2,20,1,1,0,0,0,0,1,0,0,0,0,1,,2000,2000,16576,0,263,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1
2978,24645,1,127,12,7,28,1,1,1,1,1,0,0,0,0,1,0,1,,3862,3862,31881,1,122,22,2,24,0,0,1,0,0,1,0,0,0,0,0,1
2979,24646,1,184,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,,2969,2969,24555,0,257,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2980,24648,1,308,16,1,16,0,0,0,0,1,0,1,0,0,0,0,1,,426,426,3759,0,226,14,2,22,0,0,0,0,1,0,0,0,0,0,0,0
2981,24655,1,415,4,10,50,2,3,0,1,0,0,2,0,0,0,1,2,,148,148,1227,1,131,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1
2982,24658,0,157,14,2,22,0,0,2,0,0,0,0,2,0,0,0,2,,555,555,5047,1,106,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
2983,24682,1,372,4,7,38,0,0,3,0,1,0,1,0,0,0,0,1,,1062,1062,8900,1,341,12,7,44,1,1,2,1,1,0,0,1,0,0,0,1
2984,24684,1,89,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,3388,3388,28029,1,314,28,1,28,0,0,0,0,1,0,0,0,0,0,0,0
2985,24709,1,194,4,6,16,0,0,2,0,0,1,0,0,1,0,0,2,,2911,2911,24012,0,281,6,1,6,0,0,0,0,0,1,0,1,0,0,1,2
2986,24718,0,423,8,12,44,3,0,4,1,0,1,1,0,0,0,0,2,,1394,1394,11620,1,115,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2987,24720,1,291,16,1,16,0,1,0,0,0,0,1,1,0,0,0,2,,2747,2747,22737,1,405,14,9,54,1,0,1,3,1,2,0,0,0,0,0,2
2988,24731,1,337,14,10,52,1,1,4,0,0,0,1,2,0,0,1,3,,2749,2749,22745,1,313,10,8,30,4,1,1,1,0,1,0,0,0,0,0,1
2989,24736,1,183,14,1,14,0,0,0,0,0,0,2,0,0,0,0,2,,2795,2795,23126,0,228,12,2,20,0,0,0,0,0,0,0,0,0,0,0,0
2990,24740,0,334,8,12,62,3,2,2,1,1,0,0,0,0,0,0,0,,3799,3799,31388,0,239,16,7,52,1,3,0,2,0,0,2,0,0,0,0,2
2991,24743,1,55,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0,,247,247,2183,1,125,32,1,32,0,0,0,0,0,0,1,0,0,0,0,1
2992,24746,1,244,16,5,42,0,1,1,1,0,2,0,0,0,0,0,2,,1763,1763,14531,1,278,34,3,44,0,0,1,0,0,0,1,0,0,0,0,1
2993,24770,1,306,6,2,10,0,0,0,0,0,0,0,1,1,0,0,2,,2686,2686,22282,1,76,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
2994,24787,1,185,24,8,48,1,1,1,0,2,0,2,0,0,0,0,2,,3743,3743,31106,1,170,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
2995,24798,1,331,8,7,32,0,0,0,2,1,0,0,0,0,1,0,1,,2625,2625,21779,1,223,4,5,32,1,0,0,0,0,0,0,0,0,0,0,0
2996,24799,1,245,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,681,681,6013,1,143,14,1,14,0,0,0,0,0,0,0,0,0,0,1,0
2997,24801,1,167,36,1,36,0,0,0,0,0,0,0,0,0,0,0,0,,1494,1494,12407,0,188,28,2,30,0,1,1,0,0,0,0,0,0,0,0,0
2998,24822,0,37,12,1,12,0,0,0,0,0,3,0,0,0,0,0,3,,3373,3373,27867,1,73,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0
2999,24833,1,134,12,5,36,1,1,1,0,0,1,0,0,0,0,0,1,,3751,3751,31156,0,318,14,8,36,2,1,3,0,1,0,1,0,1,0,0,2
3000,24836,0,169,6,7,44,2,1,2,0,0,0,0,0,0,0,0,0,,3692,3692,30659,1,74,14,2,22,0,0,0,1,0,0,0,0,0,0,0,0
3001,24845,1,69,12,3,24,0,0,1,0,0,1,0,0,0,0,0,1,,1016,1016,8389,1,126,2,4,18,1,0,0,0,0,0,0,0,0,0,0,0
3002,24858,0,434,24,10,44,2,0,3,3,1,0,1,0,2,0,0,3,,1088,1088,9137,0,234,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0
3003,24861,1,241,10,3,24,1,0,0,1,0,1,0,0,0,0,0,1,,104,104,883,1,182,4,10,34,2,2,0,1,0,0,1,0,0,0,0,1
3004,24868,1,166,6,3,20,0,0,0,0,0,1,0,0,0,0,0,1,,1179,1179,9856,0,227,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1
3005,24871,1,258,2,11,38,1,0,2,4,1,0,2,0,0,0,0,2,,2026,2026,16768,1,256,10,12,62,2,1,1,0,2,0,1,0,2,0,1,3
3006,24875,0,368,14,12,38,5,1,0,1,1,0,2,0,0,0,0,2,,832,832,6977,1,214,16,7,36,2,1,1,0,1,1,1,0,0,0,0,2
3007,24877,1,96,14,2,20,0,1,1,0,0,0,0,0,0,0,0,0,,3328,3328,27409,1,66,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0
3008,24878,1,273,18,2,20,1,0,1,0,0,0,0,0,0,0,0,0,,233,233,2065,1,234,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3009,24887,1,187,26,2,32,1,0,1,0,0,0,0,0,0,0,0,0,,366,366,3159,1,233,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3010,24892,1,456,8,11,46,1,0,5,0,1,0,0,0,0,0,0,0,,1390,1390,11592,1,140,10,2,14,0,1,0,0,0,0,0,0,0,0,0,0
3011,24896,1,219,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,758,758,6540,1,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
3012,24897,0,97,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,,175,175,1484,1,151,12,4,34,0,1,0,1,1,0,0,0,0,0,0,0
3013,24913,1,110,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,,454,454,4073,1,76,22,1,22,0,0,0,1,0,0,0,0,0,0,0,0
3014,24920,1,332,4,8,36,0,1,2,0,1,0,0,0,0,1,0,1,,335,335,2974,1,316,16,3,30,0,0,2,0,0,0,1,0,0,0,0,1
3015,24933,1,152,18,2,22,1,0,0,0,0,0,0,0,0,1,1,1,,3068,3068,25380,0,308,14,1,14,0,0,0,0,1,0,1,1,0,0,0,2
3016,24938,1,238,12,11,38,1,1,1,3,1,0,0,0,0,0,0,0,,3128,3128,25824,1,45,18,1,18,0,0,0,0,0,1,0,0,0,0,0,1
3017,24940,1,159,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1,,1037,1037,8551,1,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3018,24942,1,295,24,7,64,2,0,2,1,1,1,2,1,0,0,0,4,,3053,3053,25304,1,148,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
3019,24957,1,185,16,1,16,1,0,0,0,0,2,2,1,0,0,0,5,,2436,2436,20041,0,354,24,4,32,1,1,0,1,0,0,1,0,0,0,0,1
3020,24958,1,303,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0,,2216,2216,18287,1,388,8,11,32,1,1,1,2,0,0,2,0,0,0,0,2
3021,24978,1,115,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,,2091,2091,17294,1,160,10,2,12,0,0,0,0,0,0,1,0,0,0,0,1
3022,24980,0,464,16,12,48,3,1,4,1,0,0,2,1,0,0,0,3,,2973,2973,24613,1,214,6,2,10,0,0,0,0,0,0,0,1,0,0,0,1
3023,25000,1,406,10,8,56,2,0,1,0,2,0,2,0,0,0,1,2,,6,6,60,1,145,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
3024,25010,1,57,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,3887,3887,32066,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3025,25018,0,34,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,2741,2741,22720,1,328,8,2,16,0,0,1,0,0,1,0,0,0,0,0,1
3026,25034,1,258,14,1,14,0,0,0,0,1,0,2,0,0,0,0,2,,3305,3305,27271,0,216,16,2,22,1,0,0,0,1,0,0,0,0,0,0,0
3027,25059,1,177,6,2,14,1,0,0,0,0,1,0,0,0,0,0,1,,791,791,6726,0,451,6,11,68,2,2,2,0,2,0,0,1,1,0,0,2
3028,25066,0,102,26,1,26,0,1,0,0,0,0,0,0,0,0,0,0,,496,496,4508,1,55,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3029,25069,1,59,14,2,20,0,0,1,0,0,0,1,0,0,0,0,1,,2832,2832,23470,1,265,12,2,16,1,0,0,0,0,1,0,0,0,0,0,1
3030,25087,0,271,14,2,22,0,1,0,1,0,0,0,0,0,1,0,1,,1640,1640,13586,0,253,12,7,32,0,0,2,0,1,0,0,0,0,0,0,0
3031,25095,0,218,14,10,44,1,1,3,1,1,0,0,0,2,0,0,2,,232,232,2062,0,363,14,7,42,1,2,1,1,1,0,1,0,0,0,0,1
3032,25113,0,318,22,8,60,5,1,1,0,0,0,3,0,0,0,0,3,,3138,3138,25917,1,215,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
3033,25132,1,111,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,1461,1461,12121,1,232,30,1,30,0,0,0,0,0,1,0,0,0,0,0,1
3034,25134,0,219,32,9,84,0,1,1,3,1,0,0,0,0,0,0,0,,3356,3356,27712,1,141,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3035,25137,0,193,14,2,20,1,0,0,1,0,0,0,0,0,0,0,0,,3622,3622,30050,1,166,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3036,25143,1,390,10,8,28,1,0,4,1,0,0,0,0,0,0,0,0,,776,776,6643,1,225,2,10,52,5,1,2,0,0,0,0,0,0,0,0,0
3037,25144,1,239,12,5,40,0,1,2,0,0,0,2,0,0,0,0,2,,2796,2796,23129,1,129,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3038,25154,1,262,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,,2942,2942,24333,1,209,12,9,64,1,2,4,0,0,1,1,0,0,0,0,2
3039,25165,1,63,24,2,32,0,1,0,1,0,0,0,1,0,0,0,1,,365,365,3155,1,424,10,11,64,0,4,2,1,0,1,2,0,0,0,0,3
3040,25183,0,218,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,,2395,2395,19634,0,235,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1
3041,25192,1,257,10,2,12,0,0,0,0,0,0,0,1,0,0,0,1,,3049,3049,25275,1,291,6,2,8,0,0,0,0,0,1,1,0,0,0,0,2
3042,25193,1,217,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,2853,2853,23586,1,184,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3043,25237,1,313,4,1,4,0,0,0,0,0,1,0,0,0,0,0,1,,1667,1667,13779,0,296,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1
3044,25243,1,158,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,2926,2926,24153,1,179,22,8,40,2,0,2,1,0,0,0,0,0,0,0,0
3045,25245,0,184,12,10,48,3,0,2,2,0,0,0,0,2,0,0,2,,2864,2864,23652,1,173,16,9,40,4,3,0,0,2,3,0,0,0,0,0,3
3046,25249,1,55,14,1,14,0,0,0,0,0,1,0,1,0,0,0,2,,3869,3869,31920,1,222,34,2,40,0,0,1,0,0,0,0,0,0,0,0,0
3047,25260,1,85,16,4,34,1,0,0,1,0,1,0,0,0,0,0,1,,912,912,7601,0,244,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
3048,25272,1,173,24,8,56,2,0,2,3,1,1,0,1,0,0,0,2,,2509,2509,20637,1,176,20,2,28,1,1,0,0,0,1,0,0,0,0,0,1
3049,25275,1,291,6,2,8,0,0,0,0,0,1,1,0,0,0,0,2,,877,877,7324,1,310,10,2,14,0,0,0,1,0,0,0,0,0,0,0,0
3050,25295,0,299,2,1,2,0,0,0,0,0,0,1,0,0,0,1,1,,1429,1429,11888,1,65,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
3051,25297,1,207,8,7,24,1,0,1,0,0,1,0,0,0,0,0,1,,1235,1235,10314,1,282,10,7,28,0,2,1,1,1,1,0,0,0,0,0,1
3052,25301,0,157,6,8,34,1,0,1,1,2,1,0,0,0,0,0,1,,2374,2374,19446,1,315,20,2,26,0,0,0,0,2,0,1,0,0,0,0,1
3053,25304,1,148,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,,502,502,4564,1,281,14,8,58,2,1,0,2,0,1,2,0,0,0,0,3
3054,25319,1,286,30,8,54,1,2,0,1,0,0,0,0,0,0,0,0,,112,112,954,1,137,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0
3055,25320,1,421,12,9,44,3,1,0,0,0,0,2,0,0,0,1,2,,2947,2947,24382,1,311,26,9,68,2,1,0,2,0,0,0,0,0,0,0,0
3056,25321,1,123,8,5,22,0,0,0,2,0,0,0,0,0,0,0,0,,1642,1642,13602,1,177,8,10,32,1,0,1,1,1,0,0,0,0,0,0,0
3057,25329,1,326,2,10,48,1,0,4,1,1,0,3,0,2,1,0,6,,1749,1749,14405,1,183,12,9,64,1,2,1,2,1,0,0,0,1,2,0,3
3058,25330,1,175,2,5,30,0,0,0,0,0,0,2,0,0,0,0,2,,644,644,5777,1,137,18,2,20,1,0,0,0,0,0,1,0,0,0,0,1
